Date,Country,Geography,Labour force characteristics,Sex,Age group,Statistics,Data type,UOM,SCALAR_FACTOR,Value
2016-06,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.4
2016-07,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.3
2016-08,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.2
2016-09,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.4
2016-10,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.4
2016-11,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.4
2016-12,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.6
2017-01,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.4
2017-02,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.3
2017-03,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.3
2017-04,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.3
2017-05,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.4
2017-06,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.2
2017-07,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.5
2017-08,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.2
2017-09,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.2
2017-10,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.2
2017-11,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.1
2017-12,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.0
2018-01,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.0
2018-02,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.1
2018-03,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,4.9
2018-04,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,4.9
2018-05,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.0
2018-06,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.3
2018-07,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,4.9
2018-08,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.1
2018-09,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.0
2018-10,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.0
2018-11,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,4.7
2018-12,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,4.8
2019-01,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,4.7
2019-02,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,4.7
2019-03,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,4.7
2019-04,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,4.8
2019-05,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,4.0
2019-06,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,4.3
2019-07,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,4.5
2019-08,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,4.5
2019-09,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,4.3
2019-10,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,4.6
2019-11,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,4.8
2019-12,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,4.7
2020-01,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,4.8
2020-02,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,4.7
2020-03,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,7.3
2020-04,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,11.5
2020-05,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,11.5
2020-06,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,10.5
2020-07,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,8.5
2020-08,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,7.5
2020-09,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,7.1
2020-10,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,6.9
2020-11,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,6.9
2020-12,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,6.7
2021-01,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,7.8
2021-02,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,6.5
2021-03,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,6.4
2021-04,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,6.8
2021-05,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,6.2
2021-06,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.9
2021-07,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.9
2021-08,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.7
2021-09,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.6
2021-10,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,5.4
2021-11,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,4.5
2021-12,Canada,Canada,Unemployment rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,4.7
2013-01,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.5
2013-02,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.6
2013-03,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.5
2013-04,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.4
2013-05,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.5
2013-06,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.3
2013-07,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.4
2013-08,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.4
2013-09,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.4
2013-10,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.2
2013-11,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.9
2013-12,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.2
2014-01,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.9
2014-02,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.0
2014-03,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.0
2014-04,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.6
2014-05,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.5
2014-06,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.4
2014-07,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.5
2014-08,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.3
2014-09,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.2
2014-10,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.7
2014-11,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.8
2014-12,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.4
2015-01,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.6
2015-02,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.6
2015-03,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.8
2015-04,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.7
2015-05,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.8
2015-06,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.8
2015-07,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.8
2015-08,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.0
2015-09,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.0
2015-10,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.6
2015-11,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.9
2015-12,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.8
2016-01,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.0
2016-02,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.8
2016-03,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.9
2016-04,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.2
2016-05,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.1
2016-06,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.9
2016-07,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.7
2016-08,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.6
2016-09,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.6
2016-10,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.7
2016-11,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.0
2016-12,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.4
2017-01,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.7
2017-02,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.8
2017-03,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.8
2017-04,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.5
2017-05,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.7
2017-06,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.7
2017-07,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.7
2017-08,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.6
2017-09,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.6
2017-10,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.7
2017-11,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.3
2017-12,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.4
2018-01,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,81.9
2018-02,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.3
2018-03,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.6
2018-04,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.6
2018-05,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.5
2018-06,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.8
2018-07,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,82.9
2018-08,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,83.2
2018-09,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,83.2
2018-10,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,83.4
2018-11,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,83.4
2018-12,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,83.6
2019-01,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,83.7
2019-02,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,83.9
2019-03,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,83.3
2019-04,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,83.7
2019-05,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,83.2
2019-06,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,83.3
2019-07,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,83.2
2019-08,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,83.2
2019-09,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,83.4
2019-10,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,83.4
2019-11,Canada,Canada,Participation rate,Females,25 to 54 years,Estimate,Seasonally adjusted,Percentage,units,83.5
